x,parse_time,trendline_parse
0.1,2.531545,2.2919878363636363
0.2,2.599183,2.766718672727273
0.3,3.078163,3.2414495090909092
0.4,3.735306,3.7161803454545455
0.5,4.228224,4.190911181818182
0.6,4.676527,4.665642018181818
0.7000000000000001,5.2123,5.140372854545455
0.8,5.472014,5.615103690909091
0.9,6.142651,6.0898345272727274
1.0,6.606853,6.564565363636364
