x,agg_time,trendline_agg
10,0.028782,
100,0.257197,0.06304718586697827
1000,2.075973,1.8576408893278107
10000,19.934519,19.803577923936132
100000,198.660864,199.26294827001936
1000000,1993.915313,1993.8566517308516
