x,agg_time,trendline_agg
0.1,184.099773,183.2398595272728
0.2,365.219374,365.3882117878789
0.3,547.166823,547.5365640484849
0.4,728.73074,729.684916309091
0.5,909.883947,911.833268569697
0.6,1095.806113,1093.981620830303
0.7000000000000001,1280.085128,1276.129973090909
0.8,1455.640509,1458.2783253515152
0.9,1638.210211,1640.426677612121
1.0,1824.231829,1822.575029872727
